Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Time of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000004990,Switzerland,467785.30,Stocks Transfer,2013-07-27,21:00:00,Person_4642,Luxury Goods,UK,FALSE,Legal,9,7,Bank_59,Bahamas
TX0000004991,UAE,2161263.75,Cash Withdrawal,2013-07-27,22:00:00,Person_3663,Luxury Goods,Singapore,FALSE,Illegal,10,0,Bank_245,Panama
TX0000004992,Russia,2713045.33,Offshore Transfer,2013-07-27,23:00:00,Person_1690,Real Estate,Switzerland,FALSE,Illegal,9,3,Bank_456,Panama
TX0000004993,Singapore,1998741.59,Property Purchase,2013-07-28,0:00:00,Person_9476,Arms Trade,UAE,FALSE,Illegal,8,3,Bank_432,Luxembourg
TX0000004994,USA,3029966.81,Offshore Transfer,2013-07-28,1:00:00,Person_1292,Casinos,UK,FALSE,Illegal,4,5,Bank_448,Singapore
TX0000004995,Brazil,195940.62,Offshore Transfer,2013-07-28,2:00:00,Person_6741,Casinos,Russia,FALSE,Illegal,6,4,Bank_72,Singapore
TX0000004996,Switzerland,1118812.08,Property Purchase,2013-07-28,3:00:00,Person_1510,Luxury Goods,USA,TRUE,Illegal,4,1,Bank_47,Switzerland
TX0000004997,USA,1116115.18,Stocks Transfer,2013-07-28,4:00:00,Person_6930,Construction,Russia,FALSE,Legal,9,2,Bank_358,Cayman Islands
TX0000004998,Singapore,1321838.62,Stocks Transfer,2013-07-28,5:00:00,Person_2550,Arms Trade,Switzerland,FALSE,Illegal,2,0,Bank_238,Bahamas
TX0000004999,Singapore,3443561.57,Stocks Transfer,2013-07-28,6:00:00,Person_7799,Luxury Goods,UK,FALSE,Legal,4,1,Bank_485,Luxembourg
TX0000005000,South Africa,3286898.47,Cash Withdrawal,2013-07-28,7:00:00,Person_4745,Construction,Switzerland,FALSE,Illegal,6,8,Bank_310,Bahamas
TX0000005001,India,2543395.88,Cryptocurrency,2013-07-28,8:00:00,Person_5078,Construction,China,FALSE,Illegal,4,2,Bank_427,Cayman Islands
TX0000005002,Switzerland,4156081.04,Property Purchase,2013-07-28,9:00:00,Person_1685,Real Estate,China,FALSE,Legal,10,7,Bank_359,Singapore
TX0000005003,India,324691.72,Cryptocurrency,2013-07-28,10:00:00,Person_7141,Luxury Goods,Russia,FALSE,Legal,2,8,Bank_222,Panama
TX0000005004,China,363452.23,Stocks Transfer,2013-07-28,11:00:00,Person_7744,Luxury Goods,Brazil,FALSE,Illegal,6,6,Bank_328,Panama
TX0000005005,South Africa,3150495.77,Stocks Transfer,2013-07-28,12:00:00,Person_3236,Casinos,Switzerland,FALSE,Illegal,7,4,Bank_35,Bahamas
TX0000005006,UAE,4337380.47,Property Purchase,2013-07-28,13:00:00,Person_6725,Luxury Goods,Russia,FALSE,Illegal,9,8,Bank_136,Switzerland
TX0000005007,Russia,2400378.41,Cryptocurrency,2013-07-28,14:00:00,Person_4679,Luxury Goods,UAE,FALSE,Illegal,10,1,Bank_205,Luxembourg
TX0000005008,Singapore,3198113.16,Stocks Transfer,2013-07-28,15:00:00,Person_9802,Arms Trade,UK,FALSE,Illegal,8,0,Bank_403,Luxembourg
TX0000005009,China,1967449.89,Stocks Transfer,2013-07-28,16:00:00,Person_2687,Arms Trade,China,FALSE,Illegal,6,8,Bank_163,Switzerland
TX0000005010,Singapore,2871591.57,Offshore Transfer,2013-07-28,17:00:00,Person_3163,Finance,Russia,TRUE,Legal,3,5,Bank_276,Singapore
TX0000005011,UK,1354127.92,Cash Withdrawal,2013-07-28,18:00:00,Person_2841,Construction,UAE,FALSE,Illegal,3,4,Bank_133,Cayman Islands
TX0000005012,USA,600288.90,Stocks Transfer,2013-07-28,19:00:00,Person_6119,Oil & Gas,Switzerland,FALSE,Legal,7,7,Bank_212,Cayman Islands
TX0000005013,India,275929.57,Offshore Transfer,2013-07-28,20:00:00,Person_7454,Construction,Singapore,FALSE,Illegal,10,1,Bank_263,Bahamas
TX0000005014,China,300535.75,Stocks Transfer,2013-07-28,21:00:00,Person_7049,Finance,India,FALSE,Illegal,2,8,Bank_166,Cayman Islands
TX0000005015,UK,1088059.85,Stocks Transfer,2013-07-28,22:00:00,Person_6867,Oil & Gas,Singapore,FALSE,Illegal,4,6,Bank_169,Bahamas
TX0000005016,USA,2363269.67,Stocks Transfer,2013-07-28,23:00:00,Person_8725,Casinos,Brazil,TRUE,Legal,1,9,Bank_137,Singapore
TX0000005017,Russia,23915.50,Offshore Transfer,2013-07-29,0:00:00,Person_3110,Casinos,Switzerland,FALSE,Legal,10,8,Bank_284,Cayman Islands
TX0000005018,China,230230.59,Cryptocurrency,2013-07-29,1:00:00,Person_5134,Finance,Switzerland,FALSE,Illegal,3,2,Bank_47,Panama
TX0000005019,China,1787362.03,Property Purchase,2013-07-29,2:00:00,Person_1348,Luxury Goods,USA,FALSE,Illegal,5,5,Bank_322,Panama
TX0000005020,South Africa,1514601.41,Cash Withdrawal,2013-07-29,3:00:00,Person_2525,Construction,Russia,FALSE,Illegal,6,6,Bank_142,Bahamas
TX0000005021,Brazil,4335266.44,Cash Withdrawal,2013-07-29,4:00:00,Person_8111,Casinos,Singapore,FALSE,Illegal,8,7,Bank_92,Switzerland
TX0000005022,UAE,854465.44,Cryptocurrency,2013-07-29,5:00:00,Person_1477,Luxury Goods,Brazil,TRUE,Legal,2,1,Bank_64,Luxembourg
TX0000005023,UK,1475332.78,Offshore Transfer,2013-07-29,6:00:00,Person_5666,Arms Trade,UAE,FALSE,Legal,7,3,Bank_360,Singapore
TX0000005024,Switzerland,397737.57,Offshore Transfer,2013-07-29,7:00:00,Person_178,Finance,Russia,FALSE,Legal,9,7,Bank_442,Switzerland
TX0000005025,India,2586417.44,Stocks Transfer,2013-07-29,8:00:00,Person_7472,Oil & Gas,USA,FALSE,Legal,8,7,Bank_213,Switzerland
TX0000005026,China,4923668.59,Offshore Transfer,2013-07-29,9:00:00,Person_9196,Oil & Gas,Switzerland,TRUE,Illegal,1,5,Bank_46,Cayman Islands
TX0000005027,UAE,438533.82,Cash Withdrawal,2013-07-29,10:00:00,Person_9700,Luxury Goods,South Africa,FALSE,Illegal,6,6,Bank_39,Panama
TX0000005028,USA,4338780.05,Cash Withdrawal,2013-07-29,11:00:00,Person_9590,Construction,Singapore,FALSE,Legal,3,2,Bank_399,Switzerland
TX0000005029,Singapore,4808281.96,Offshore Transfer,2013-07-29,12:00:00,Person_8196,Real Estate,UK,FALSE,Legal,4,8,Bank_25,Panama
TX0000005030,India,2528758.14,Offshore Transfer,2013-07-29,13:00:00,Person_6311,Luxury Goods,Russia,FALSE,Illegal,1,1,Bank_281,Bahamas
TX0000005031,Singapore,4112775.89,Stocks Transfer,2013-07-29,14:00:00,Person_3707,Real Estate,USA,FALSE,Legal,2,2,Bank_56,Switzerland
TX0000005032,UK,2305245.62,Property Purchase,2013-07-29,15:00:00,Person_5381,Luxury Goods,Singapore,FALSE,Illegal,6,8,Bank_275,Singapore
TX0000005033,South Africa,1006234.00,Cryptocurrency,2013-07-29,16:00:00,Person_9591,Oil & Gas,UK,FALSE,Illegal,4,4,Bank_461,Panama
TX0000005034,Russia,1324193.55,Cryptocurrency,2013-07-29,17:00:00,Person_897,Casinos,Switzerland,TRUE,Illegal,2,6,Bank_219,Cayman Islands
TX0000005035,China,3023726.26,Cash Withdrawal,2013-07-29,18:00:00,Person_9020,Casinos,UAE,FALSE,Illegal,6,3,Bank_481,Singapore
TX0000005036,Switzerland,236000.41,Property Purchase,2013-07-29,19:00:00,Person_9430,Luxury Goods,South Africa,FALSE,Legal,2,8,Bank_41,Luxembourg
TX0000005037,UK,629953.21,Cryptocurrency,2013-07-29,20:00:00,Person_9539,Luxury Goods,UAE,TRUE,Legal,9,8,Bank_453,Cayman Islands
TX0000005038,India,660693.33,Cryptocurrency,2013-07-29,21:00:00,Person_1984,Casinos,China,FALSE,Illegal,8,2,Bank_52,Cayman Islands
TX0000005039,India,4333586.70,Stocks Transfer,2013-07-29,22:00:00,Person_7954,Real Estate,UAE,FALSE,Illegal,8,2,Bank_441,Singapore
TX0000005040,India,1379948.93,Property Purchase,2013-07-29,23:00:00,Person_3918,Casinos,China,FALSE,Illegal,7,0,Bank_431,Switzerland
TX0000005041,Brazil,2125238.28,Offshore Transfer,2013-07-30,0:00:00,Person_5537,Luxury Goods,UAE,FALSE,Illegal,1,8,Bank_174,Panama
TX0000005042,Switzerland,1984852.37,Cryptocurrency,2013-07-30,1:00:00,Person_3310,Luxury Goods,China,FALSE,Illegal,2,4,Bank_374,Cayman Islands
TX0000005043,Russia,2454192.98,Cash Withdrawal,2013-07-30,2:00:00,Person_8342,Oil & Gas,Brazil,TRUE,Illegal,4,9,Bank_44,Bahamas
TX0000005044,UAE,2374920.07,Cryptocurrency,2013-07-30,3:00:00,Person_7757,Finance,South Africa,FALSE,Illegal,7,7,Bank_250,Panama
TX0000005045,South Africa,1346775.51,Offshore Transfer,2013-07-30,4:00:00,Person_487,Real Estate,China,FALSE,Legal,6,8,Bank_140,Luxembourg
TX0000005046,UK,3924905.97,Cash Withdrawal,2013-07-30,5:00:00,Person_7345,Arms Trade,Switzerland,TRUE,Illegal,5,1,Bank_493,Panama
TX0000005047,UAE,3740779.09,Stocks Transfer,2013-07-30,6:00:00,Person_863,Luxury Goods,Singapore,FALSE,Illegal,5,1,Bank_336,Switzerland
TX0000005048,Singapore,984618.49,Cash Withdrawal,2013-07-30,7:00:00,Person_7580,Arms Trade,India,FALSE,Illegal,7,8,Bank_233,Switzerland
TX0000005049,China,225805.09,Property Purchase,2013-07-30,8:00:00,Person_6293,Arms Trade,Brazil,FALSE,Illegal,3,0,Bank_111,Luxembourg
TX0000005050,UK,2503662.97,Cryptocurrency,2013-07-30,9:00:00,Person_208,Luxury Goods,South Africa,FALSE,Legal,5,8,Bank_303,Singapore
TX0000005051,China,894270.56,Cryptocurrency,2013-07-30,10:00:00,Person_3440,Real Estate,Brazil,FALSE,Illegal,8,8,Bank_140,Panama
TX0000005052,Brazil,12688.13,Stocks Transfer,2013-07-30,11:00:00,Person_8626,Casinos,China,FALSE,Illegal,1,9,Bank_206,Switzerland
TX0000005053,India,393037.09,Stocks Transfer,2013-07-30,12:00:00,Person_6205,Oil & Gas,Russia,TRUE,Illegal,3,1,Bank_28,Cayman Islands
TX0000005054,India,1172919.97,Property Purchase,2013-07-30,13:00:00,Person_3989,Arms Trade,UK,FALSE,Illegal,8,6,Bank_446,Luxembourg
TX0000005055,South Africa,4711905.67,Stocks Transfer,2013-07-30,14:00:00,Person_7819,Oil & Gas,UK,FALSE,Illegal,5,5,Bank_477,Panama
TX0000005056,Singapore,2891696.84,Stocks Transfer,2013-07-30,15:00:00,Person_4564,Real Estate,USA,FALSE,Legal,2,2,Bank_109,Luxembourg
TX0000005057,Brazil,585693.26,Offshore Transfer,2013-07-30,16:00:00,Person_9753,Oil & Gas,Switzerland,FALSE,Illegal,3,8,Bank_369,Luxembourg
TX0000005058,China,4046036.84,Stocks Transfer,2013-07-30,17:00:00,Person_3227,Oil & Gas,South Africa,FALSE,Legal,9,1,Bank_142,Bahamas
TX0000005059,Russia,1110731.73,Cash Withdrawal,2013-07-30,18:00:00,Person_9355,Arms Trade,UK,FALSE,Illegal,6,5,Bank_16,Singapore
TX0000005060,UAE,1754730.79,Stocks Transfer,2013-07-30,19:00:00,Person_5969,Finance,Brazil,FALSE,Illegal,8,8,Bank_461,Panama
TX0000005061,Brazil,123599.86,Cash Withdrawal,2013-07-30,20:00:00,Person_9522,Finance,UK,FALSE,Legal,5,7,Bank_474,Bahamas
TX0000005062,Brazil,4908043.97,Offshore Transfer,2013-07-30,21:00:00,Person_8857,Finance,China,FALSE,Illegal,5,8,Bank_411,Cayman Islands
TX0000005063,UK,3636478.14,Cash Withdrawal,2013-07-30,22:00:00,Person_614,Real Estate,USA,TRUE,Illegal,4,4,Bank_471,Bahamas
TX0000005064,Brazil,4393168.76,Cash Withdrawal,2013-07-30,23:00:00,Person_7,Luxury Goods,China,FALSE,Illegal,2,6,Bank_41,Panama
TX0000005065,Brazil,725315.89,Cash Withdrawal,2013-07-31,0:00:00,Person_870,Construction,Switzerland,FALSE,Illegal,5,4,Bank_47,Panama
TX0000005066,Russia,1466330.62,Property Purchase,2013-07-31,1:00:00,Person_685,Finance,Russia,FALSE,Legal,5,8,Bank_410,Luxembourg
TX0000005067,Russia,2478250.43,Property Purchase,2013-07-31,2:00:00,Person_3817,Arms Trade,Switzerland,FALSE,Legal,3,9,Bank_105,Switzerland
TX0000005068,South Africa,4031873.70,Offshore Transfer,2013-07-31,3:00:00,Person_9921,Arms Trade,UK,FALSE,Illegal,2,2,Bank_388,Singapore
TX0000005069,Switzerland,4722941.38,Cash Withdrawal,2013-07-31,4:00:00,Person_7612,Oil & Gas,UK,FALSE,Illegal,5,0,Bank_323,Bahamas
TX0000005070,Russia,4643419.06,Cryptocurrency,2013-07-31,5:00:00,Person_6525,Luxury Goods,Russia,FALSE,Illegal,9,2,Bank_25,Panama
TX0000005071,Singapore,1069351.61,Property Purchase,2013-07-31,6:00:00,Person_3974,Finance,UK,FALSE,Legal,9,1,Bank_312,Bahamas
TX0000005072,USA,708338.04,Cash Withdrawal,2013-07-31,7:00:00,Person_3446,Oil & Gas,India,FALSE,Illegal,8,8,Bank_209,Bahamas
TX0000005073,India,1258922.15,Offshore Transfer,2013-07-31,8:00:00,Person_5219,Real Estate,UK,FALSE,Legal,10,2,Bank_19,Bahamas
TX0000005074,China,3853752.92,Cash Withdrawal,2013-07-31,9:00:00,Person_8990,Finance,Brazil,FALSE,Illegal,8,4,Bank_246,Switzerland
TX0000005075,UK,2605481.38,Property Purchase,2013-07-31,10:00:00,Person_4857,Casinos,India,TRUE,Illegal,10,8,Bank_145,Cayman Islands
TX0000005076,Russia,657643.81,Cryptocurrency,2013-07-31,11:00:00,Person_4646,Luxury Goods,Russia,FALSE,Illegal,6,7,Bank_432,Bahamas
TX0000005077,Brazil,2874395.31,Stocks Transfer,2013-07-31,12:00:00,Person_3731,Arms Trade,Switzerland,FALSE,Illegal,1,9,Bank_190,Bahamas
TX0000005078,Switzerland,3892905.80,Property Purchase,2013-07-31,13:00:00,Person_4475,Finance,USA,FALSE,Illegal,6,8,Bank_351,Panama
TX0000005079,Russia,3557390.67,Cryptocurrency,2013-07-31,14:00:00,Person_6238,Construction,Singapore,FALSE,Legal,2,9,Bank_452,Switzerland
TX0000005080,Switzerland,3865055.51,Offshore Transfer,2013-07-31,15:00:00,Person_2469,Casinos,UK,FALSE,Illegal,4,3,Bank_3,Cayman Islands
TX0000005081,UK,2523089.02,Cryptocurrency,2013-07-31,16:00:00,Person_4099,Construction,Singapore,FALSE,Legal,4,2,Bank_331,Panama
TX0000005082,Brazil,722995.99,Stocks Transfer,2013-07-31,17:00:00,Person_2202,Real Estate,UAE,FALSE,Legal,6,3,Bank_447,Luxembourg
TX0000005083,USA,4600310.48,Cryptocurrency,2013-07-31,18:00:00,Person_4123,Luxury Goods,India,FALSE,Illegal,9,3,Bank_235,Luxembourg
TX0000005084,Brazil,4295290.91,Property Purchase,2013-07-31,19:00:00,Person_5682,Real Estate,Singapore,FALSE,Legal,2,3,Bank_96,Luxembourg
TX0000005085,Switzerland,142187.01,Cash Withdrawal,2013-07-31,20:00:00,Person_32,Arms Trade,Brazil,FALSE,Illegal,4,6,Bank_472,Bahamas
TX0000005086,Switzerland,4529847.92,Stocks Transfer,2013-07-31,21:00:00,Person_3033,Casinos,USA,FALSE,Illegal,1,2,Bank_24,Switzerland
TX0000005087,UK,3984436.27,Offshore Transfer,2013-07-31,22:00:00,Person_4313,Luxury Goods,India,FALSE,Legal,9,5,Bank_27,Panama
TX0000005088,Singapore,1025830.04,Cash Withdrawal,2013-07-31,23:00:00,Person_6542,Real Estate,China,FALSE,Illegal,4,7,Bank_9,Panama
TX0000005089,USA,3803559.56,Stocks Transfer,2013-08-01,0:00:00,Person_7925,Real Estate,Brazil,FALSE,Illegal,5,7,Bank_221,Luxembourg
TX0000005090,India,3909836.81,Stocks Transfer,2013-08-01,1:00:00,Person_1641,Arms Trade,Switzerland,FALSE,Illegal,9,6,Bank_187,Luxembourg
TX0000005091,Brazil,3076433.54,Cryptocurrency,2013-08-01,2:00:00,Person_3884,Oil & Gas,Switzerland,FALSE,Illegal,8,2,Bank_311,Luxembourg
TX0000005092,USA,1394689.70,Property Purchase,2013-08-01,3:00:00,Person_2156,Finance,South Africa,TRUE,Illegal,5,1,Bank_2,Cayman Islands
TX0000005093,Singapore,940899.21,Offshore Transfer,2013-08-01,4:00:00,Person_1044,Real Estate,China,FALSE,Legal,3,6,Bank_89,Luxembourg
TX0000005094,South Africa,4495677.54,Cryptocurrency,2013-08-01,5:00:00,Person_734,Arms Trade,Switzerland,FALSE,Illegal,4,0,Bank_313,Singapore
TX0000005095,USA,1537543.32,Cryptocurrency,2013-08-01,6:00:00,Person_7245,Finance,Singapore,FALSE,Legal,4,7,Bank_184,Singapore
TX0000005096,Brazil,121941.42,Offshore Transfer,2013-08-01,7:00:00,Person_1492,Luxury Goods,India,FALSE,Illegal,6,5,Bank_243,Bahamas
TX0000005097,UK,1393467.36,Stocks Transfer,2013-08-01,8:00:00,Person_4792,Casinos,Singapore,FALSE,Illegal,8,3,Bank_31,Bahamas
TX0000005098,USA,664617.80,Property Purchase,2013-08-01,9:00:00,Person_3687,Finance,USA,FALSE,Illegal,1,5,Bank_33,Luxembourg
TX0000005099,China,3008226.86,Cash Withdrawal,2013-08-01,10:00:00,Person_9728,Oil & Gas,UAE,FALSE,Illegal,9,0,Bank_95,Cayman Islands
TX0000005100,Brazil,993509.71,Cryptocurrency,2013-08-01,11:00:00,Person_4695,Arms Trade,Singapore,FALSE,Illegal,1,9,Bank_328,Switzerland
TX0000005101,India,928483.14,Cash Withdrawal,2013-08-01,12:00:00,Person_2503,Oil & Gas,UK,FALSE,Legal,1,2,Bank_329,Luxembourg
TX0000005102,USA,4713767.51,Property Purchase,2013-08-01,13:00:00,Person_5734,Luxury Goods,USA,FALSE,Illegal,2,0,Bank_95,Luxembourg
TX0000005103,USA,3344254.15,Offshore Transfer,2013-08-01,14:00:00,Person_8623,Real Estate,UK,FALSE,Illegal,7,0,Bank_127,Cayman Islands
TX0000005104,China,1408220.54,Stocks Transfer,2013-08-01,15:00:00,Person_3695,Luxury Goods,China,TRUE,Illegal,1,0,Bank_43,Cayman Islands
TX0000005105,South Africa,2008002.93,Cryptocurrency,2013-08-01,16:00:00,Person_3618,Construction,India,FALSE,Legal,3,9,Bank_83,Switzerland
TX0000005106,UAE,4261218.80,Cryptocurrency,2013-08-01,17:00:00,Person_311,Finance,Singapore,FALSE,Illegal,2,0,Bank_384,Switzerland
TX0000005107,India,2850420.50,Offshore Transfer,2013-08-01,18:00:00,Person_3661,Luxury Goods,Brazil,FALSE,Legal,1,4,Bank_82,Switzerland
TX0000005108,UAE,2862037.47,Property Purchase,2013-08-01,19:00:00,Person_6948,Casinos,UK,TRUE,Illegal,2,6,Bank_217,Switzerland
TX0000005109,Brazil,707800.48,Property Purchase,2013-08-01,20:00:00,Person_5693,Finance,UAE,FALSE,Illegal,8,4,Bank_304,Panama
TX0000005110,Singapore,2452970.33,Cryptocurrency,2013-08-01,21:00:00,Person_5915,Finance,UK,FALSE,Illegal,3,8,Bank_244,Switzerland
TX0000005111,South Africa,4810786.25,Cryptocurrency,2013-08-01,22:00:00,Person_4383,Casinos,USA,FALSE,Illegal,9,4,Bank_366,Bahamas
TX0000005112,USA,2479735.27,Stocks Transfer,2013-08-01,23:00:00,Person_7176,Finance,USA,FALSE,Illegal,7,2,Bank_356,Singapore
TX0000005113,USA,2897295.11,Cryptocurrency,2013-08-02,0:00:00,Person_1302,Casinos,USA,FALSE,Illegal,10,6,Bank_340,Switzerland
TX0000005114,Switzerland,4403989.05,Stocks Transfer,2013-08-02,1:00:00,Person_3257,Real Estate,Singapore,FALSE,Illegal,9,7,Bank_324,Luxembourg
TX0000005115,UAE,3254495.11,Property Purchase,2013-08-02,2:00:00,Person_4580,Luxury Goods,USA,FALSE,Legal,3,0,Bank_419,Bahamas
TX0000005116,China,1397208.35,Cash Withdrawal,2013-08-02,3:00:00,Person_3105,Oil & Gas,Brazil,FALSE,Legal,8,0,Bank_78,Switzerland
TX0000005117,UAE,1471550.18,Property Purchase,2013-08-02,4:00:00,Person_1080,Finance,Russia,FALSE,Illegal,2,4,Bank_160,Cayman Islands
TX0000005118,China,401098.14,Offshore Transfer,2013-08-02,5:00:00,Person_1791,Finance,India,FALSE,Legal,2,6,Bank_116,Panama
TX0000005119,China,4031527.55,Stocks Transfer,2013-08-02,6:00:00,Person_4029,Finance,Brazil,FALSE,Legal,6,3,Bank_40,Panama
TX0000005120,India,263111.25,Cash Withdrawal,2013-08-02,7:00:00,Person_4275,Real Estate,India,FALSE,Illegal,4,9,Bank_412,Bahamas
TX0000005121,Brazil,2133930.14,Cryptocurrency,2013-08-02,8:00:00,Person_3792,Finance,UAE,FALSE,Illegal,8,1,Bank_371,Bahamas
TX0000005122,India,2293958.28,Offshore Transfer,2013-08-02,9:00:00,Person_7532,Oil & Gas,China,TRUE,Illegal,10,7,Bank_27,Singapore
TX0000005123,UK,585399.25,Stocks Transfer,2013-08-02,10:00:00,Person_4323,Real Estate,UK,TRUE,Illegal,6,6,Bank_462,Cayman Islands
TX0000005124,Switzerland,2332579.23,Property Purchase,2013-08-02,11:00:00,Person_76,Arms Trade,South Africa,FALSE,Legal,4,0,Bank_420,Panama
TX0000005125,Switzerland,1334867.78,Cash Withdrawal,2013-08-02,12:00:00,Person_3572,Casinos,India,TRUE,Legal,9,8,Bank_195,Bahamas
TX0000005126,South Africa,2389855.09,Stocks Transfer,2013-08-02,13:00:00,Person_3151,Construction,South Africa,FALSE,Illegal,10,1,Bank_192,Bahamas
TX0000005127,UAE,3499009.96,Offshore Transfer,2013-08-02,14:00:00,Person_8172,Real Estate,Brazil,FALSE,Illegal,10,6,Bank_270,Singapore
TX0000005128,China,2702642.40,Stocks Transfer,2013-08-02,15:00:00,Person_6461,Luxury Goods,Switzerland,FALSE,Legal,1,7,Bank_333,Bahamas
TX0000005129,Switzerland,4218240.19,Property Purchase,2013-08-02,16:00:00,Person_2684,Construction,Singapore,FALSE,Legal,4,3,Bank_295,Switzerland
TX0000005130,Switzerland,4541921.31,Cryptocurrency,2013-08-02,17:00:00,Person_9763,Construction,UK,TRUE,Illegal,4,0,Bank_297,Cayman Islands
TX0000005131,Brazil,1702172.10,Stocks Transfer,2013-08-02,18:00:00,Person_6436,Luxury Goods,UAE,TRUE,Legal,10,8,Bank_184,Luxembourg
TX0000005132,UAE,3299201.26,Stocks Transfer,2013-08-02,19:00:00,Person_5226,Luxury Goods,Switzerland,TRUE,Legal,1,5,Bank_265,Panama
TX0000005133,USA,3465873.86,Stocks Transfer,2013-08-02,20:00:00,Person_3713,Finance,UK,TRUE,Illegal,8,7,Bank_429,Panama
TX0000005134,USA,1598771.09,Cryptocurrency,2013-08-02,21:00:00,Person_4746,Luxury Goods,India,TRUE,Illegal,6,0,Bank_181,Panama
TX0000005135,Brazil,4673266.53,Property Purchase,2013-08-02,22:00:00,Person_7402,Arms Trade,South Africa,FALSE,Illegal,8,1,Bank_37,Singapore
TX0000005136,Brazil,3986014.10,Stocks Transfer,2013-08-02,23:00:00,Person_6163,Finance,China,FALSE,Illegal,10,0,Bank_4,Singapore
TX0000005137,China,1251521.64,Offshore Transfer,2013-08-03,0:00:00,Person_1108,Finance,USA,FALSE,Illegal,2,9,Bank_143,Bahamas
TX0000005138,UK,4418454.58,Offshore Transfer,2013-08-03,1:00:00,Person_9959,Finance,China,TRUE,Illegal,1,0,Bank_49,Bahamas
TX0000005139,UK,1330811.55,Cryptocurrency,2013-08-03,2:00:00,Person_1477,Finance,Russia,FALSE,Illegal,4,6,Bank_150,Panama
TX0000005140,South Africa,4620507.92,Cash Withdrawal,2013-08-03,3:00:00,Person_4496,Real Estate,South Africa,FALSE,Illegal,3,4,Bank_72,Singapore
TX0000005141,China,476961.01,Cryptocurrency,2013-08-03,4:00:00,Person_5330,Construction,UAE,FALSE,Illegal,7,9,Bank_215,Singapore
TX0000005142,Brazil,603423.53,Stocks Transfer,2013-08-03,5:00:00,Person_2917,Real Estate,UAE,FALSE,Legal,8,0,Bank_53,Luxembourg
TX0000005143,South Africa,369837.31,Cash Withdrawal,2013-08-03,6:00:00,Person_3735,Finance,USA,FALSE,Legal,3,8,Bank_91,Cayman Islands
TX0000005144,Russia,150973.11,Property Purchase,2013-08-03,7:00:00,Person_9495,Arms Trade,UK,FALSE,Illegal,4,3,Bank_360,Cayman Islands
TX0000005145,USA,3362624.51,Stocks Transfer,2013-08-03,8:00:00,Person_755,Oil & Gas,India,FALSE,Illegal,7,7,Bank_335,Bahamas
TX0000005146,Singapore,4554752.22,Property Purchase,2013-08-03,9:00:00,Person_8818,Arms Trade,China,FALSE,Illegal,3,3,Bank_253,Panama
TX0000005147,India,2993701.91,Property Purchase,2013-08-03,10:00:00,Person_6204,Arms Trade,China,FALSE,Legal,10,6,Bank_259,Bahamas
TX0000005148,USA,184061.28,Offshore Transfer,2013-08-03,11:00:00,Person_2403,Casinos,China,FALSE,Illegal,3,8,Bank_120,Singapore
TX0000005149,China,770897.83,Property Purchase,2013-08-03,12:00:00,Person_705,Casinos,UAE,FALSE,Illegal,1,3,Bank_307,Switzerland
TX0000005150,South Africa,3876648.11,Stocks Transfer,2013-08-03,13:00:00,Person_8811,Casinos,Singapore,FALSE,Illegal,5,1,Bank_360,Singapore
TX0000005151,USA,1777561.01,Cryptocurrency,2013-08-03,14:00:00,Person_3029,Luxury Goods,Singapore,FALSE,Illegal,4,8,Bank_209,Bahamas
TX0000005152,USA,4574145.37,Cryptocurrency,2013-08-03,15:00:00,Person_6724,Construction,UAE,FALSE,Illegal,4,0,Bank_59,Cayman Islands
TX0000005153,Russia,2003970.78,Stocks Transfer,2013-08-03,16:00:00,Person_2212,Arms Trade,Switzerland,FALSE,Illegal,7,6,Bank_149,Bahamas
TX0000005154,Switzerland,2898176.07,Property Purchase,2013-08-03,17:00:00,Person_4376,Real Estate,Switzerland,FALSE,Legal,1,7,Bank_35,Switzerland
TX0000005155,Singapore,836695.20,Stocks Transfer,2013-08-03,18:00:00,Person_9049,Casinos,UAE,FALSE,Illegal,7,1,Bank_262,Panama
TX0000005156,Switzerland,1473889.74,Cryptocurrency,2013-08-03,19:00:00,Person_2493,Real Estate,India,FALSE,Illegal,2,7,Bank_386,Panama
TX0000005157,Switzerland,39073.28,Offshore Transfer,2013-08-03,20:00:00,Person_6066,Real Estate,Brazil,FALSE,Legal,6,9,Bank_272,Singapore
TX0000005158,UAE,2457053.95,Property Purchase,2013-08-03,21:00:00,Person_9902,Luxury Goods,India,FALSE,Illegal,8,1,Bank_474,Singapore
TX0000005159,UAE,2917414.58,Offshore Transfer,2013-08-03,22:00:00,Person_9495,Luxury Goods,UK,FALSE,Illegal,2,5,Bank_2,Singapore
TX0000005160,Brazil,2193794.13,Stocks Transfer,2013-08-03,23:00:00,Person_5941,Casinos,UK,TRUE,Legal,10,7,Bank_469,Luxembourg
TX0000005161,UAE,864964.00,Cash Withdrawal,2013-08-04,0:00:00,Person_8349,Oil & Gas,Russia,FALSE,Illegal,7,5,Bank_252,Singapore
TX0000005162,UAE,4326058.73,Offshore Transfer,2013-08-04,1:00:00,Person_6611,Arms Trade,Brazil,FALSE,Illegal,2,4,Bank_478,Bahamas
